raw_sentence,tokens,tokens_no_stop,stemmed,lemmatized
I absolutely loved this book!,"['i', 'absolutely', 'loved', 'this', 'book']","['absolutely', 'loved', 'book']","['absolut', 'love', 'book']","['absolutely', 'loved', 'book']"
"Eckhart Tolle in ""The Power of Now"" actually references this book and that is how I heard of it.","['eckhart', 'tolle', 'in', 'the', 'power', 'of', 'now', 'actually', 'references', 'this', 'book', 'and', 'that', 'is', 'how', 'i', 'heard', 'of', 'it']","['eckhart', 'tolle', 'power', 'actually', 'references', 'book', 'heard']","['eckhart', 'toll', 'power', 'actual', 'refer', 'book', 'heard']","['eckhart', 'tolle', 'power', 'actually', 'reference', 'book', 'heard']"
"Despite the fact that much of the book is ruled by long monologues from the characters, I enjoyed it all.","['despite', 'the', 'fact', 'that', 'much', 'of', 'the', 'book', 'is', 'ruled', 'by', 'long', 'monologues', 'from', 'the', 'characters', 'i', 'enjoyed', 'it', 'all']","['despite', 'fact', 'much', 'book', 'ruled', 'long', 'monologues', 'characters', 'enjoyed']","['despit', 'fact', 'much', 'book', 'rule', 'long', 'monologu', 'charact', 'enjoy']","['despite', 'fact', 'much', 'book', 'ruled', 'long', 'monologue', 'character', 'enjoyed']"
Huxley had an interesting view of what a society can become when it takes the best of the Eastern and Western worlds combine.,"['huxley', 'had', 'an', 'interesting', 'view', 'of', 'what', 'a', 'society', 'can', 'become', 'when', 'it', 'takes', 'the', 'best', 'of', 'the', 'eastern', 'and', 'western', 'worlds', 'combine']","['huxley', 'interesting', 'view', 'society', 'become', 'takes', 'best', 'eastern', 'western', 'worlds', 'combine']","['huxley', 'interest', 'view', 'societi', 'becom', 'take', 'best', 'eastern', 'western', 'world', 'combin']","['huxley', 'interesting', 'view', 'society', 'become', 'take', 'best', 'eastern', 'western', 'world', 'combine']"
"I decided to read ""Island"" because i enjoyed ""Brave New World"" so much.","['i', 'decided', 'to', 'read', 'island', 'because', 'i', 'enjoyed', 'brave', 'new', 'world', 'so', 'much']","['decided', 'read', 'island', 'enjoyed', 'brave', 'new', 'world', 'much']","['decid', 'read', 'island', 'enjoy', 'brave', 'new', 'world', 'much']","['decided', 'read', 'island', 'enjoyed', 'brave', 'new', 'world', 'much']"
Well the former is really horrible compared to the latter.,"['well', 'the', 'former', 'is', 'really', 'horrible', 'compared', 'to', 'the', 'latter']","['well', 'former', 'really', 'horrible', 'compared', 'latter']","['well', 'former', 'realli', 'horribl', 'compar', 'latter']","['well', 'former', 'really', 'horrible', 'compared', 'latter']"
"It's pretty boring, the plot doesn't make much sense and the main character's ideas are often all over the place.While certain parts of this story are interesting, in it's entirety, i would have to give it two thumbs down :(","['its', 'pretty', 'boring', 'the', 'plot', 'doesnt', 'make', 'much', 'sense', 'and', 'the', 'main', 'characters', 'ideas', 'are', 'often', 'all', 'over', 'the', 'placewhile', 'certain', 'parts', 'of', 'this', 'story', 'are', 'interesting', 'in', 'its', 'entirety', 'i', 'would', 'have', 'to', 'give', 'it', 'two', 'thumbs', 'down']","['pretty', 'boring', 'plot', 'doesnt', 'make', 'much', 'sense', 'main', 'characters', 'ideas', 'often', 'placewhile', 'certain', 'parts', 'story', 'interesting', 'entirety', 'would', 'give', 'two', 'thumbs']","['pretti', 'bore', 'plot', 'doesnt', 'make', 'much', 'sens', 'main', 'charact', 'idea', 'often', 'placewhil', 'certain', 'part', 'stori', 'interest', 'entireti', 'would', 'give', 'two', 'thumb']","['pretty', 'boring', 'plot', 'doesnt', 'make', 'much', 'sense', 'main', 'character', 'idea', 'often', 'placewhile', 'certain', 'part', 'story', 'interesting', 'entirety', 'would', 'give', 'two', 'thumb']"
Disappointing.,['disappointing'],['disappointing'],['disappoint'],['disappointing']
Very.,['very'],[],[],[]
Nothing happens.,"['nothing', 'happens']","['nothing', 'happens']","['noth', 'happen']","['nothing', 'happens']"
Huxley pontificates.,"['huxley', 'pontificates']","['huxley', 'pontificates']","['huxley', 'pontif']","['huxley', 'pontificate']"
Spare me.,"['spare', 'me']",['spare'],['spare'],['spare']
Can see why he's only known for one book.,"['can', 'see', 'why', 'hes', 'only', 'known', 'for', 'one', 'book']","['see', 'hes', 'known', 'one', 'book']","['see', 'he', 'known', 'one', 'book']","['see', 'he', 'known', 'one', 'book']"
Skip this one.,"['skip', 'this', 'one']","['skip', 'one']","['skip', 'one']","['skip', 'one']"
"Please let me begin by agreeing with most reviewers that Aldous Huxley was a brilliant man, one of the most forward-thinking men in modern history and (on the whole) a wonderfully gifted writer.","['please', 'let', 'me', 'begin', 'by', 'agreeing', 'with', 'most', 'reviewers', 'that', 'aldous', 'huxley', 'was', 'a', 'brilliant', 'man', 'one', 'of', 'the', 'most', 'forwardthinking', 'men', 'in', 'modern', 'history', 'and', 'on', 'the', 'whole', 'a', 'wonderfully', 'gifted', 'writer']","['please', 'let', 'begin', 'agreeing', 'reviewers', 'aldous', 'huxley', 'brilliant', 'man', 'one', 'forwardthinking', 'men', 'modern', 'history', 'whole', 'wonderfully', 'gifted', 'writer']","['pleas', 'let', 'begin', 'agre', 'review', 'aldou', 'huxley', 'brilliant', 'man', 'one', 'forwardthink', 'men', 'modern', 'histori', 'whole', 'wonder', 'gift', 'writer']","['please', 'let', 'begin', 'agreeing', 'reviewer', 'aldous', 'huxley', 'brilliant', 'man', 'one', 'forwardthinking', 'men', 'modern', 'history', 'whole', 'wonderfully', 'gifted', 'writer']"
"That being said, this book is absolutely, unequivocably horrible.","['that', 'being', 'said', 'this', 'book', 'is', 'absolutely', 'unequivocably', 'horrible']","['said', 'book', 'absolutely', 'unequivocably', 'horrible']","['said', 'book', 'absolut', 'unequivoc', 'horribl']","['said', 'book', 'absolutely', 'unequivocably', 'horrible']"
"It is 354 pages of plotless, repetitive socio-preach.","['it', 'is', 'pages', 'of', 'plotless', 'repetitive', 'sociopreach']","['pages', 'plotless', 'repetitive', 'sociopreach']","['page', 'plotless', 'repetit', 'sociopreach']","['page', 'plotless', 'repetitive', 'sociopreach']"
"Mr. Huxley's ""A Brave New World"" is, in my opinion, one of the best novels ever written.","['mr', 'huxleys', 'a', 'brave', 'new', 'world', 'is', 'in', 'my', 'opinion', 'one', 'of', 'the', 'best', 'novels', 'ever', 'written']","['mr', 'huxleys', 'brave', 'new', 'world', 'opinion', 'one', 'best', 'novels', 'ever', 'written']","['mr', 'huxley', 'brave', 'new', 'world', 'opinion', 'one', 'best', 'novel', 'ever', 'written']","['mr', 'huxley', 'brave', 'new', 'world', 'opinion', 'one', 'best', 'novel', 'ever', 'written']"
"""Island"" does not rise to that same level, though, and I would not wish it upon anyone.","['island', 'does', 'not', 'rise', 'to', 'that', 'same', 'level', 'though', 'and', 'i', 'would', 'not', 'wish', 'it', 'upon', 'anyone']","['island', 'rise', 'level', 'though', 'would', 'wish', 'upon', 'anyone']","['island', 'rise', 'level', 'though', 'would', 'wish', 'upon', 'anyon']","['island', 'rise', 'level', 'though', 'would', 'wish', 'upon', 'anyone']"
To me the main value of this book was its advice about dealing with the perfectionism of a gifted child.,"['to', 'me', 'the', 'main', 'value', 'of', 'this', 'book', 'was', 'its', 'advice', 'about', 'dealing', 'with', 'the', 'perfectionism', 'of', 'a', 'gifted', 'child']","['main', 'value', 'book', 'advice', 'dealing', 'perfectionism', 'gifted', 'child']","['main', 'valu', 'book', 'advic', 'deal', 'perfection', 'gift', 'child']","['main', 'value', 'book', 'advice', 'dealing', 'perfectionism', 'gifted', 'child']"
"Gifted-parenting books frequently bring up the problem of perfectionism, but I have not found much useful advice for dealing with it.","['giftedparenting', 'books', 'frequently', 'bring', 'up', 'the', 'problem', 'of', 'perfectionism', 'but', 'i', 'have', 'not', 'found', 'much', 'useful', 'advice', 'for', 'dealing', 'with', 'it']","['giftedparenting', 'books', 'frequently', 'bring', 'problem', 'perfectionism', 'found', 'much', 'useful', 'advice', 'dealing']","['giftedpar', 'book', 'frequent', 'bring', 'problem', 'perfection', 'found', 'much', 'use', 'advic', 'deal']","['giftedparenting', 'book', 'frequently', 'bring', 'problem', 'perfectionism', 'found', 'much', 'useful', 'advice', 'dealing']"
Dr. Klein offers some practical suggestions and the insight that former gifted children may have their own perfectionist tendencies to reckon with.,"['dr', 'klein', 'offers', 'some', 'practical', 'suggestions', 'and', 'the', 'insight', 'that', 'former', 'gifted', 'children', 'may', 'have', 'their', 'own', 'perfectionist', 'tendencies', 'to', 'reckon', 'with']","['dr', 'klein', 'offers', 'practical', 'suggestions', 'insight', 'former', 'gifted', 'children', 'may', 'perfectionist', 'tendencies', 'reckon']","['dr', 'klein', 'offer', 'practic', 'suggest', 'insight', 'former', 'gift', 'children', 'may', 'perfectionist', 'tendenc', 'reckon']","['dr', 'klein', 'offer', 'practical', 'suggestion', 'insight', 'former', 'gifted', 'child', 'may', 'perfectionist', 'tendency', 'reckon']"
"I gave this book one star because the author, in the beginning of the book, gives me useful information about the signs of having a gifted child.","['i', 'gave', 'this', 'book', 'one', 'star', 'because', 'the', 'author', 'in', 'the', 'beginning', 'of', 'the', 'book', 'gives', 'me', 'useful', 'information', 'about', 'the', 'signs', 'of', 'having', 'a', 'gifted', 'child']","['gave', 'book', 'one', 'star', 'author', 'beginning', 'book', 'gives', 'useful', 'information', 'signs', 'gifted', 'child']","['gave', 'book', 'one', 'star', 'author', 'begin', 'book', 'give', 'use', 'inform', 'sign', 'gift', 'child']","['gave', 'book', 'one', 'star', 'author', 'beginning', 'book', 'give', 'useful', 'information', 'sign', 'gifted', 'child']"
"That is one of the reasons I bought the book and some of the information was useful.Now, on to the rest...","['that', 'is', 'one', 'of', 'the', 'reasons', 'i', 'bought', 'the', 'book', 'and', 'some', 'of', 'the', 'information', 'was', 'usefulnow', 'on', 'to', 'the', 'rest']","['one', 'reasons', 'bought', 'book', 'information', 'usefulnow', 'rest']","['one', 'reason', 'bought', 'book', 'inform', 'usefulnow', 'rest']","['one', 'reason', 'bought', 'book', 'information', 'usefulnow', 'rest']"
"Upon reading this material, I found it to be a self pat on the back from the author on her impressive portfolio of wealthy clients.","['upon', 'reading', 'this', 'material', 'i', 'found', 'it', 'to', 'be', 'a', 'self', 'pat', 'on', 'the', 'back', 'from', 'the', 'author', 'on', 'her', 'impressive', 'portfolio', 'of', 'wealthy', 'clients']","['upon', 'reading', 'material', 'found', 'self', 'pat', 'back', 'author', 'impressive', 'portfolio', 'wealthy', 'clients']","['upon', 'read', 'materi', 'found', 'self', 'pat', 'back', 'author', 'impress', 'portfolio', 'wealthi', 'client']","['upon', 'reading', 'material', 'found', 'self', 'pat', 'back', 'author', 'impressive', 'portfolio', 'wealthy', 'client']"
I found plenty of information if I were an extremely rich person living in a community where the schools for the gifted were plentiful.,"['i', 'found', 'plenty', 'of', 'information', 'if', 'i', 'were', 'an', 'extremely', 'rich', 'person', 'living', 'in', 'a', 'community', 'where', 'the', 'schools', 'for', 'the', 'gifted', 'were', 'plentiful']","['found', 'plenty', 'information', 'extremely', 'rich', 'person', 'living', 'community', 'schools', 'gifted', 'plentiful']","['found', 'plenti', 'inform', 'extrem', 'rich', 'person', 'live', 'commun', 'school', 'gift', 'plenti']","['found', 'plenty', 'information', 'extremely', 'rich', 'person', 'living', 'community', 'school', 'gifted', 'plentiful']"
All of her clients were fabulously well to do and their children were profoundedly gifted.,"['all', 'of', 'her', 'clients', 'were', 'fabulously', 'well', 'to', 'do', 'and', 'their', 'children', 'were', 'profoundedly', 'gifted']","['clients', 'fabulously', 'well', 'children', 'profoundedly', 'gifted']","['client', 'fabul', 'well', 'children', 'profoundedli', 'gift']","['client', 'fabulously', 'well', 'child', 'profoundedly', 'gifted']"
So what about the rest of us?,"['so', 'what', 'about', 'the', 'rest', 'of', 'us']","['rest', 'us']","['rest', 'us']","['rest', 'u']"
My husband is gainfully employed and I am a student.,"['my', 'husband', 'is', 'gainfully', 'employed', 'and', 'i', 'am', 'a', 'student']","['husband', 'gainfully', 'employed', 'student']","['husband', 'gain', 'employ', 'student']","['husband', 'gainfully', 'employed', 'student']"
We have a modest income and our son is gifted.,"['we', 'have', 'a', 'modest', 'income', 'and', 'our', 'son', 'is', 'gifted']","['modest', 'income', 'son', 'gifted']","['modest', 'incom', 'son', 'gift']","['modest', 'income', 'son', 'gifted']"
We found little practical advice for ordinary working parents.,"['we', 'found', 'little', 'practical', 'advice', 'for', 'ordinary', 'working', 'parents']","['found', 'little', 'practical', 'advice', 'ordinary', 'working', 'parents']","['found', 'littl', 'practic', 'advic', 'ordinari', 'work', 'parent']","['found', 'little', 'practical', 'advice', 'ordinary', 'working', 'parent']"
"If you gross less than $200,000 a year, I would try another book.","['if', 'you', 'gross', 'less', 'than', 'a', 'year', 'i', 'would', 'try', 'another', 'book']","['gross', 'less', 'year', 'would', 'try', 'another', 'book']","['gross', 'less', 'year', 'would', 'tri', 'anoth', 'book']","['gross', 'less', 'year', 'would', 'try', 'another', 'book']"
I found this book annoying.,"['i', 'found', 'this', 'book', 'annoying']","['found', 'book', 'annoying']","['found', 'book', 'annoy']","['found', 'book', 'annoying']"
"It probably has some good points, and even some helpful points, but I was annoyed with the tone of voice of the author.","['it', 'probably', 'has', 'some', 'good', 'points', 'and', 'even', 'some', 'helpful', 'points', 'but', 'i', 'was', 'annoyed', 'with', 'the', 'tone', 'of', 'voice', 'of', 'the', 'author']","['probably', 'good', 'points', 'even', 'helpful', 'points', 'annoyed', 'tone', 'voice', 'author']","['probabl', 'good', 'point', 'even', 'help', 'point', 'annoy', 'tone', 'voic', 'author']","['probably', 'good', 'point', 'even', 'helpful', 'point', 'annoyed', 'tone', 'voice', 'author']"
"Give parents some credit, for heaven's sake!","['give', 'parents', 'some', 'credit', 'for', 'heavens', 'sake']","['give', 'parents', 'credit', 'heavens', 'sake']","['give', 'parent', 'credit', 'heaven', 'sake']","['give', 'parent', 'credit', 'heaven', 'sake']"
"I read a group of 10 books about teaching gifted children, and there are so many better choices that I would not recommend this one.","['i', 'read', 'a', 'group', 'of', 'books', 'about', 'teaching', 'gifted', 'children', 'and', 'there', 'are', 'so', 'many', 'better', 'choices', 'that', 'i', 'would', 'not', 'recommend', 'this', 'one']","['read', 'group', 'books', 'teaching', 'gifted', 'children', 'many', 'better', 'choices', 'would', 'recommend', 'one']","['read', 'group', 'book', 'teach', 'gift', 'children', 'mani', 'better', 'choic', 'would', 'recommend', 'one']","['read', 'group', 'book', 'teaching', 'gifted', 'child', 'many', 'better', 'choice', 'would', 'recommend', 'one']"
"I found this book extremely helpful in identifying ways to help my gifted twins, one of whom is a traditional learner and the other is not.","['i', 'found', 'this', 'book', 'extremely', 'helpful', 'in', 'identifying', 'ways', 'to', 'help', 'my', 'gifted', 'twins', 'one', 'of', 'whom', 'is', 'a', 'traditional', 'learner', 'and', 'the', 'other', 'is', 'not']","['found', 'book', 'extremely', 'helpful', 'identifying', 'ways', 'help', 'gifted', 'twins', 'one', 'traditional', 'learner']","['found', 'book', 'extrem', 'help', 'identifi', 'way', 'help', 'gift', 'twin', 'one', 'tradit', 'learner']","['found', 'book', 'extremely', 'helpful', 'identifying', 'way', 'help', 'gifted', 'twin', 'one', 'traditional', 'learner']"
"The book has great insight and information, plus plenty of real-world examples of how parents deal with issues unique to gifted children.","['the', 'book', 'has', 'great', 'insight', 'and', 'information', 'plus', 'plenty', 'of', 'realworld', 'examples', 'of', 'how', 'parents', 'deal', 'with', 'issues', 'unique', 'to', 'gifted', 'children']","['book', 'great', 'insight', 'information', 'plus', 'plenty', 'realworld', 'examples', 'parents', 'deal', 'issues', 'unique', 'gifted', 'children']","['book', 'great', 'insight', 'inform', 'plu', 'plenti', 'realworld', 'exampl', 'parent', 'deal', 'issu', 'uniqu', 'gift', 'children']","['book', 'great', 'insight', 'information', 'plus', 'plenty', 'realworld', 'example', 'parent', 'deal', 'issue', 'unique', 'gifted', 'child']"
"One puzzling thing, though, was the notion that there's an anti-gifted bias and that parents of gifted children are somehow seen by educators as meddlers or pushy parents.","['one', 'puzzling', 'thing', 'though', 'was', 'the', 'notion', 'that', 'theres', 'an', 'antigifted', 'bias', 'and', 'that', 'parents', 'of', 'gifted', 'children', 'are', 'somehow', 'seen', 'by', 'educators', 'as', 'meddlers', 'or', 'pushy', 'parents']","['one', 'puzzling', 'thing', 'though', 'notion', 'theres', 'antigifted', 'bias', 'parents', 'gifted', 'children', 'somehow', 'seen', 'educators', 'meddlers', 'pushy', 'parents']","['one', 'puzzl', 'thing', 'though', 'notion', 'there', 'antigift', 'bia', 'parent', 'gift', 'children', 'somehow', 'seen', 'educ', 'meddler', 'pushi', 'parent']","['one', 'puzzling', 'thing', 'though', 'notion', 'there', 'antigifted', 'bias', 'parent', 'gifted', 'child', 'somehow', 'seen', 'educator', 'meddler', 'pushy', 'parent']"
The author also seems to have the idea that public schools don't know how to deal with gifted children.,"['the', 'author', 'also', 'seems', 'to', 'have', 'the', 'idea', 'that', 'public', 'schools', 'dont', 'know', 'how', 'to', 'deal', 'with', 'gifted', 'children']","['author', 'also', 'seems', 'idea', 'public', 'schools', 'dont', 'know', 'deal', 'gifted', 'children']","['author', 'also', 'seem', 'idea', 'public', 'school', 'dont', 'know', 'deal', 'gift', 'children']","['author', 'also', 'seems', 'idea', 'public', 'school', 'dont', 'know', 'deal', 'gifted', 'child']"
That hasn't been my experience so far (our public school has an excellent GT & HGT program) and don't expect it to be as my children get older.,"['that', 'hasnt', 'been', 'my', 'experience', 'so', 'far', 'our', 'public', 'school', 'has', 'an', 'excellent', 'gt', 'hgt', 'program', 'and', 'dont', 'expect', 'it', 'to', 'be', 'as', 'my', 'children', 'get', 'older']","['hasnt', 'experience', 'far', 'public', 'school', 'excellent', 'gt', 'hgt', 'program', 'dont', 'expect', 'children', 'get', 'older']","['hasnt', 'experi', 'far', 'public', 'school', 'excel', 'gt', 'hgt', 'program', 'dont', 'expect', 'children', 'get', 'older']","['hasnt', 'experience', 'far', 'public', 'school', 'excellent', 'gt', 'hgt', 'program', 'dont', 'expect', 'child', 'get', 'older']"
"Borred, Borred and very borred!!","['borred', 'borred', 'and', 'very', 'borred']","['borred', 'borred', 'borred']","['bor', 'bor', 'bor']","['borred', 'borred', 'borred']"
to much bla bla!,"['to', 'much', 'bla', 'bla']","['much', 'bla', 'bla']","['much', 'bla', 'bla']","['much', 'bla', 'bla']"
"I spected that this book would say something about ancient phylosopy, something to think about, but never get it, it is very borred.","['i', 'spected', 'that', 'this', 'book', 'would', 'say', 'something', 'about', 'ancient', 'phylosopy', 'something', 'to', 'think', 'about', 'but', 'never', 'get', 'it', 'it', 'is', 'very', 'borred']","['spected', 'book', 'would', 'say', 'something', 'ancient', 'phylosopy', 'something', 'think', 'never', 'get', 'borred']","['spect', 'book', 'would', 'say', 'someth', 'ancient', 'phylosopi', 'someth', 'think', 'never', 'get', 'bor']","['spected', 'book', 'would', 'say', 'something', 'ancient', 'phylosopy', 'something', 'think', 'never', 'get', 'borred']"
What a great story!,"['what', 'a', 'great', 'story']","['great', 'story']","['great', 'stori']","['great', 'story']"
This documentary has such a compelling message and is a fun watch!,"['this', 'documentary', 'has', 'such', 'a', 'compelling', 'message', 'and', 'is', 'a', 'fun', 'watch']","['documentary', 'compelling', 'message', 'fun', 'watch']","['documentari', 'compel', 'messag', 'fun', 'watch']","['documentary', 'compelling', 'message', 'fun', 'watch']"
Very entertaining and inspirational.,"['very', 'entertaining', 'and', 'inspirational']","['entertaining', 'inspirational']","['entertain', 'inspir']","['entertaining', 'inspirational']"
I highly recommend you watch this video and share this page with your friends.,"['i', 'highly', 'recommend', 'you', 'watch', 'this', 'video', 'and', 'share', 'this', 'page', 'with', 'your', 'friends']","['highly', 'recommend', 'watch', 'video', 'share', 'page', 'friends']","['highli', 'recommend', 'watch', 'video', 'share', 'page', 'friend']","['highly', 'recommend', 'watch', 'video', 'share', 'page', 'friend']"
The 3 C's that are lessons within the documentary are lessons that are unfortunately lacking in this day and age... the sorta of lessons that every child should learn.,"['the', 'cs', 'that', 'are', 'lessons', 'within', 'the', 'documentary', 'are', 'lessons', 'that', 'are', 'unfortunately', 'lacking', 'in', 'this', 'day', 'and', 'age', 'the', 'sorta', 'of', 'lessons', 'that', 'every', 'child', 'should', 'learn']","['cs', 'lessons', 'within', 'documentary', 'lessons', 'unfortunately', 'lacking', 'day', 'age', 'sorta', 'lessons', 'every', 'child', 'learn']","['cs', 'lesson', 'within', 'documentari', 'lesson', 'unfortun', 'lack', 'day', 'age', 'sorta', 'lesson', 'everi', 'child', 'learn']","['c', 'lesson', 'within', 'documentary', 'lesson', 'unfortunately', 'lacking', 'day', 'age', 'sorta', 'lesson', 'every', 'child', 'learn']"
It's too bad that most adults I meet don't possess these 3 C's :),"['its', 'too', 'bad', 'that', 'most', 'adults', 'i', 'meet', 'dont', 'possess', 'these', 'cs']","['bad', 'adults', 'meet', 'dont', 'possess', 'cs']","['bad', 'adult', 'meet', 'dont', 'possess', 'cs']","['bad', 'adult', 'meet', 'dont', 'possess', 'c']"
What an adorable little boy and enchanting story.,"['what', 'an', 'adorable', 'little', 'boy', 'and', 'enchanting', 'story']","['adorable', 'little', 'boy', 'enchanting', 'story']","['ador', 'littl', 'boy', 'enchant', 'stori']","['adorable', 'little', 'boy', 'enchanting', 'story']"
You really get a reality check about bringing up children in the city.,"['you', 'really', 'get', 'a', 'reality', 'check', 'about', 'bringing', 'up', 'children', 'in', 'the', 'city']","['really', 'get', 'reality', 'check', 'bringing', 'children', 'city']","['realli', 'get', 'realiti', 'check', 'bring', 'children', 'citi']","['really', 'get', 'reality', 'check', 'bringing', 'child', 'city']"
A woman (with a child in a state of perpetual tantrum) straps a camera to a stroller to see who will help her carry it.,"['a', 'woman', 'with', 'a', 'child', 'in', 'a', 'state', 'of', 'perpetual', 'tantrum', 'straps', 'a', 'camera', 'to', 'a', 'stroller', 'to', 'see', 'who', 'will', 'help', 'her', 'carry', 'it']","['woman', 'child', 'state', 'perpetual', 'tantrum', 'straps', 'camera', 'stroller', 'see', 'help', 'carry']","['woman', 'child', 'state', 'perpetu', 'tantrum', 'strap', 'camera', 'stroller', 'see', 'help', 'carri']","['woman', 'child', 'state', 'perpetual', 'tantrum', 'strap', 'camera', 'stroller', 'see', 'help', 'carry']"
This is a video about how one person's poor planning can become everyone's problem!,"['this', 'is', 'a', 'video', 'about', 'how', 'one', 'persons', 'poor', 'planning', 'can', 'become', 'everyones', 'problem']","['video', 'one', 'persons', 'poor', 'planning', 'become', 'everyones', 'problem']","['video', 'one', 'person', 'poor', 'plan', 'becom', 'everyon', 'problem']","['video', 'one', 'person', 'poor', 'planning', 'become', 'everyones', 'problem']"
"I looked for the story in it, but couldn't find one, so I shut it off.","['i', 'looked', 'for', 'the', 'story', 'in', 'it', 'but', 'couldnt', 'find', 'one', 'so', 'i', 'shut', 'it', 'off']","['looked', 'story', 'couldnt', 'find', 'one', 'shut']","['look', 'stori', 'couldnt', 'find', 'one', 'shut']","['looked', 'story', 'couldnt', 'find', 'one', 'shut']"
This book doesn't make sense.,"['this', 'book', 'doesnt', 'make', 'sense']","['book', 'doesnt', 'make', 'sense']","['book', 'doesnt', 'make', 'sens']","['book', 'doesnt', 'make', 'sense']"
I am pretty sure Christians already have a Top 10 list if you know what I mean.,"['i', 'am', 'pretty', 'sure', 'christians', 'already', 'have', 'a', 'top', 'list', 'if', 'you', 'know', 'what', 'i', 'mean']","['pretty', 'sure', 'christians', 'already', 'top', 'list', 'know', 'mean']","['pretti', 'sure', 'christian', 'alreadi', 'top', 'list', 'know', 'mean']","['pretty', 'sure', 'christian', 'already', 'top', 'list', 'know', 'mean']"
I bet THE MAN is pretty upset about this.,"['i', 'bet', 'the', 'man', 'is', 'pretty', 'upset', 'about', 'this']","['bet', 'man', 'pretty', 'upset']","['bet', 'man', 'pretti', 'upset']","['bet', 'man', 'pretty', 'upset']"
James Moore went all Casey Kasem on him and tried to trump HIS list.,"['james', 'moore', 'went', 'all', 'casey', 'kasem', 'on', 'him', 'and', 'tried', 'to', 'trump', 'his', 'list']","['james', 'moore', 'went', 'casey', 'kasem', 'tried', 'trump', 'list']","['jame', 'moor', 'went', 'casey', 'kasem', 'tri', 'trump', 'list']","['james', 'moore', 'went', 'casey', 'kasem', 'tried', 'trump', 'list']"
"Anyway, it's your call, but I think I'm sticking with the list that dates back to B.C.","['anyway', 'its', 'your', 'call', 'but', 'i', 'think', 'im', 'sticking', 'with', 'the', 'list', 'that', 'dates', 'back', 'to', 'bc']","['anyway', 'call', 'think', 'im', 'sticking', 'list', 'dates', 'back', 'bc']","['anyway', 'call', 'think', 'im', 'stick', 'list', 'date', 'back', 'bc']","['anyway', 'call', 'think', 'im', 'sticking', 'list', 'date', 'back', 'bc']"
"and has guided the morals of man ever since, while playing a major role the development of early legal systems which has an impact present in almost all forms of modern law and faith.Nice try James Moore.","['and', 'has', 'guided', 'the', 'morals', 'of', 'man', 'ever', 'since', 'while', 'playing', 'a', 'major', 'role', 'the', 'development', 'of', 'early', 'legal', 'systems', 'which', 'has', 'an', 'impact', 'present', 'in', 'almost', 'all', 'forms', 'of', 'modern', 'law', 'and', 'faithnice', 'try', 'james', 'moore']","['guided', 'morals', 'man', 'ever', 'since', 'playing', 'major', 'role', 'development', 'early', 'legal', 'systems', 'impact', 'present', 'almost', 'forms', 'modern', 'law', 'faithnice', 'try', 'james', 'moore']","['guid', 'moral', 'man', 'ever', 'sinc', 'play', 'major', 'role', 'develop', 'earli', 'legal', 'system', 'impact', 'present', 'almost', 'form', 'modern', 'law', 'faithnic', 'tri', 'jame', 'moor']","['guided', 'moral', 'man', 'ever', 'since', 'playing', 'major', 'role', 'development', 'early', 'legal', 'system', 'impact', 'present', 'almost', 'form', 'modern', 'law', 'faithnice', 'try', 'james', 'moore']"
A thrilling story of get rich quick without scruples.,"['a', 'thrilling', 'story', 'of', 'get', 'rich', 'quick', 'without', 'scruples']","['thrilling', 'story', 'get', 'rich', 'quick', 'without', 'scruples']","['thrill', 'stori', 'get', 'rich', 'quick', 'without', 'scrupl']","['thrilling', 'story', 'get', 'rich', 'quick', 'without', 'scruple']"
It introduces the reader to excellent characterizations of the individuals involved.,"['it', 'introduces', 'the', 'reader', 'to', 'excellent', 'characterizations', 'of', 'the', 'individuals', 'involved']","['introduces', 'reader', 'excellent', 'characterizations', 'individuals', 'involved']","['introduc', 'reader', 'excel', 'character', 'individu', 'involv']","['introduces', 'reader', 'excellent', 'characterization', 'individual', 'involved']"
There is excitement through unusual circumstances including an extremely imaginative ending.,"['there', 'is', 'excitement', 'through', 'unusual', 'circumstances', 'including', 'an', 'extremely', 'imaginative', 'ending']","['excitement', 'unusual', 'circumstances', 'including', 'extremely', 'imaginative', 'ending']","['excit', 'unusu', 'circumst', 'includ', 'extrem', 'imagin', 'end']","['excitement', 'unusual', 'circumstance', 'including', 'extremely', 'imaginative', 'ending']"
"I'm a fan of silent films, especially the long German epics.","['im', 'a', 'fan', 'of', 'silent', 'films', 'especially', 'the', 'long', 'german', 'epics']","['im', 'fan', 'silent', 'films', 'especially', 'long', 'german', 'epics']","['im', 'fan', 'silent', 'film', 'especi', 'long', 'german', 'epic']","['im', 'fan', 'silent', 'film', 'especially', 'long', 'german', 'epic']"
"I'm not a big fan of silent comedies, but I do enjoy them occasionally, especially Chaplin.","['im', 'not', 'a', 'big', 'fan', 'of', 'silent', 'comedies', 'but', 'i', 'do', 'enjoy', 'them', 'occasionally', 'especially', 'chaplin']","['im', 'big', 'fan', 'silent', 'comedies', 'enjoy', 'occasionally', 'especially', 'chaplin']","['im', 'big', 'fan', 'silent', 'comedi', 'enjoy', 'occasion', 'especi', 'chaplin']","['im', 'big', 'fan', 'silent', 'comedy', 'enjoy', 'occasionally', 'especially', 'chaplin']"
